sale_id,customer_id,product_id,quantity,price_per_unit,total_amount,sale_date
SALE7511,CUST092,PROD017,3,371.25,1113.75,2024-01-08
SALE4839,CUST025,PROD009,2,367.17,734.34,2024-01-15
SALE2827,CUST068,PROD014,1,283.12,283.12,2024-02-10
SALE9569,CUST062,PROD050,2,419.3,838.6,2024-01-21
SALE4747,CUST012,PROD027,4,424.34,1697.36,2024-01-02
SALE1780,CUST053,PROD032,3,249.05,747.15,2024-01-16
SALE9714,CUST010,PROD015,1,123.11,123.11,2024-02-09
SALE8569,CUST055,PROD009,1,367.17,367.17,2024-02-09
SALE6946,CUST078,PROD025,2,31.48,62.96,2024-01-22
SALE3461,CUST084,PROD021,4,250.8,1003.2,2024-02-01
SALE1685,CUST021,PROD035,2,303.21,606.42,2024-02-01
SALE6341,CUST039,PROD049,4,345.57,1382.28,2024-02-10
SALE8697,CUST021,PROD013,2,434.22,868.44,2024-01-21
SALE1301,CUST007,PROD023,4,152.33,609.32,2024-02-01
SALE9789,CUST022,PROD043,1,497.99,497.99,2024-01-22
SALE8003,CUST029,PROD013,2,434.22,868.44,2024-01-02
SALE5558,CUST052,PROD027,2,424.34,848.68,2024-01-31
SALE5082,CUST023,PROD024,4,54.49,217.96,2024-01-13
SALE4754,CUST037,PROD033,4,46.23,184.92,2024-01-03
SALE9894,CUST019,PROD023,1,152.33,152.33,2024-01-30
SALE6926,CUST025,PROD037,3,110.3,330.9,2024-01-08
SALE9553,CUST058,PROD016,4,341.52,1366.08,2024-01-01
SALE6995,CUST005,PROD003,1,211.88,211.88,2024-01-04
SALE6343,CUST064,PROD042,2,487.25,974.5,2024-02-12
SALE3520,CUST010,PROD021,4,250.8,1003.2,2024-02-15
SALE3159,CUST013,PROD009,4,367.17,1468.68,2024-02-05
SALE3649,CUST058,PROD012,1,292.37,292.37,2024-01-14
SALE2037,CUST034,PROD020,3,269.49,808.47,2024-01-16
SALE2778,CUST095,PROD006,4,214.62,858.48,2024-01-19
SALE2124,CUST058,PROD004,3,483.95,1451.85,2024-01-04
SALE2929,CUST024,PROD035,2,303.21,606.42,2024-02-06
SALE8909,CUST085,PROD040,3,61.16,183.48,2024-01-21
SALE6891,CUST060,PROD045,4,369.83,1479.32,2024-01-17
SALE3563,CUST093,PROD014,3,283.12,849.36,2024-01-24
SALE5431,CUST058,PROD004,4,483.95,1935.8,2024-01-24
SALE1161,CUST030,PROD018,3,122.93,368.79,2024-01-31
SALE4390,CUST083,PROD022,4,197.86,791.44,2024-02-14
SALE1541,CUST058,PROD038,1,473.37,473.37,2024-01-31
SALE1867,CUST064,PROD019,4,191.98,767.92,2024-02-14
SALE6469,CUST055,PROD049,3,345.57,1036.71,2024-02-02
SALE2169,CUST063,PROD049,3,345.57,1036.71,2024-01-28
SALE2019,CUST045,PROD033,1,46.23,46.23,2024-01-06
SALE2283,CUST020,PROD048,3,484.48,1453.44,2024-01-27
SALE9590,CUST070,PROD047,2,354.39,708.78,2024-02-29
SALE9266,CUST009,PROD026,4,479.48,1917.92,2024-01-05
SALE6624,CUST061,PROD010,2,68.21,136.42,2024-01-03
SALE6068,CUST094,PROD045,2,369.83,739.66,2024-01-17
SALE9186,CUST051,PROD019,2,191.98,383.96,2024-02-04
SALE6017,CUST069,PROD029,4,478.62,1914.48,2024-02-06
SALE3096,CUST021,PROD010,4,68.21,272.84,2024-01-05
SALE4331,CUST039,PROD050,3,419.3,1257.9,2024-01-01
SALE3839,CUST057,PROD036,2,279.08,558.16,2024-02-10
SALE1685,CUST060,PROD044,4,32.66,130.64,2024-02-26
SALE8710,CUST084,PROD024,1,54.49,54.49,2024-02-05
SALE7868,CUST030,PROD024,4,54.49,217.96,2024-02-11
SALE5998,CUST035,PROD028,2,180.68,361.36,2024-02-25
SALE1905,CUST080,PROD016,2,341.52,683.04,2024-01-31
SALE8896,CUST077,PROD006,4,214.62,858.48,2024-01-09
SALE6347,CUST056,PROD043,4,497.99,1991.96,2024-01-18
SALE3297,CUST057,PROD021,4,250.8,1003.2,2024-02-19
SALE5000,CUST091,PROD007,2,286.42,572.84,2024-01-15
SALE1671,CUST075,PROD020,4,269.49,1077.96,2024-01-15
SALE7342,CUST021,PROD042,2,487.25,974.5,2024-02-13
SALE4959,CUST014,PROD037,2,110.3,220.6,2024-01-21
SALE4670,CUST090,PROD037,4,110.3,441.2,2024-02-18
SALE2938,CUST089,PROD021,4,250.8,1003.2,2024-01-12
SALE7588,CUST041,PROD033,2,46.23,92.46,2024-02-22
SALE8875,CUST071,PROD022,3,197.86,593.58,2024-02-02
SALE1572,CUST098,PROD028,2,180.68,361.36,2024-02-12
SALE7566,CUST086,PROD049,1,345.57,345.57,2024-02-03
SALE2517,CUST070,PROD034,1,50.39,50.39,2024-01-10
SALE2537,CUST022,PROD048,1,484.48,484.48,2024-01-02
SALE7985,CUST098,PROD016,4,341.52,1366.08,2024-02-20
SALE4750,CUST086,PROD012,4,292.37,1169.48,2024-02-16
SALE9103,CUST038,PROD010,3,68.21,204.63,2024-02-20
SALE2854,CUST049,PROD032,3,249.05,747.15,2024-01-21
SALE6774,CUST085,PROD015,2,123.11,246.22,2024-02-21
SALE1781,CUST027,PROD041,4,465.81,1863.24,2024-02-27
SALE4867,CUST026,PROD049,3,345.57,1036.71,2024-01-02
SALE6879,CUST003,PROD008,4,290.08,1160.32,2024-02-02
SALE2577,CUST099,PROD006,3,214.62,643.86,2024-02-21
